Positive_Gradient_m,Positive_Intercept_c,Negative_Gradient_m,Negative_Intercept_c,X_Intercept_Difference,Score_Sum
28.636255264282227,372.4982604980469,-28.636281967163086,-372.4985656738281,1.4727222641397475e-06,56.0
28.636255264282227,974.2261962890625,-28.636281967163086,-974.22705078125,1.8842951661213192e-06,48.0
57.2900390625,1718.962890625,-57.29014205932617,-1718.9661865234375,3.587408293981298e-06,48.0
28.636255264282227,286.537109375,-57.29014205932617,-572.98876953125,0.004570978403656056,57.0
28.636255264282227,630.3816528320312,-57.29014205932617,-1260.5751953125,0.01005828335775405,50.0
28.636255264282227,515.766845703125,-22877332.0,-411792000.0,0.010972835016726634,48.0
57.2900390625,802.1826782226562,-19.08114242553711,-267.5025939941406,0.017080880305215373,50.0
28.636255264282227,974.2261962890625,-22877332.0,-777829312.0,0.020725030436288705,47.0
19.081130981445312,324.8243713378906,-57.29014205932617,-974.0808715820312,0.02073773874870355,57.0
57.2900390625,2635.7431640625,-28.636281967163086,-1318.0718994140625,0.021032986958090305,45.0
28.636255264282227,372.4982604980469,-14.300664901733398,-186.3626251220703,0.02382048405913295,57.0
19.081130981445312,439.46826171875,-22877332.0,-526178656.0,0.031561675502253195,45.0
14.300658226013184,430.0674133300781,-19.08114242553711,-573.2197875976562,0.03209294740326385,48.0
28.636255264282227,286.537109375,-11.430048942565918,-114.73709869384766,0.0321027176005142,56.0
19.081130981445312,821.6146240234375,-28.636281967163086,-1232.1107177734375,0.032799483136905394,47.0
57.2900390625,1718.962890625,-19.08114242553711,-573.2197875976562,0.03659876393611938,50.0
19.081130981445312,706.970703125,-14.300664901733398,-530.4166870117188,0.039575789534346484,55.0
19.081130981445312,706.970703125,-57.29014205932617,-2120.058349609375,0.04513605035653967,49.0
9.514368057250977,315.70361328125,-11.430048942565918,-378.6324462890625,0.05571784706649652,49.0
19.081130981445312,439.46826171875,-11.430048942565918,-263.89532470703125,0.05629350697284252,45.0
57.2900390625,1547.066650390625,-14.300664901733398,-387.0608215332031,0.0618195097950931,48.0
14.300658226013184,487.40972900390625,-28.636281967163086,-974.22705078125,0.062303403983563044,48.0
14.300658226013184,430.0674133300781,-57.29014205932617,-1718.9661865234375,0.06868812393108925,46.0
19.081130981445312,1031.7950439453125,-22877332.0,-1235376000.0,0.07409995225759047,45.0
11.430044174194336,240.9478302001953,-22877332.0,-480424000.0,0.08021741112223779,55.0
14.300658226013184,487.40972900390625,-22877332.0,-777829312.0,0.08302655012468563,47.0
14.300658226013184,430.0674133300781,-9.514360427856445,-287.0030517578125,0.09198901655654979,55.0
11.430044174194336,458.9482421875,-19.08114242553711,-764.2930908203125,0.09790532499247462,52.0
57.2900390625,802.1826782226562,-8.144350051879883,-114.8771743774414,0.10300532976227927,45.0
11.430044174194336,240.9478302001953,-7.115371227264404,-150.89125061035156,0.1261591899375496,56.0
5.144552230834961,246.31954956054688,-57.29014205932617,-2750.345947265625,0.12762908644599236,45.0
19.081130981445312,439.46826171875,-8.144350051879883,-188.72677612304688,0.1411614762325506,46.0
28.636255264282227,372.4982604980469,-6.313751697540283,-83.10189056396484,0.15412105477203752,56.0
57.2900390625,1718.962890625,-9.514360427856445,-287.0030517578125,0.16068072789593302,57.0
28.636255264282227,515.766845703125,-7.115371227264404,-129.33535766601562,0.16592139446309062,49.0
28.636255264282227,286.537109375,-5.144553184509277,-52.40842056274414,0.18107098186625414,59.0
5.671280384063721,305.2147521972656,-22877332.0,-1235376000.0,0.18239380190932053,46.0
8.14434814453125,303.6038818359375,-14.300664901733398,-530.4166870117188,0.187510024058561,50.0
19.081130981445312,324.8243713378906,-6.313751697540283,-108.67170715332031,0.18857796836505614,60.0
8.14434814453125,320.014892578125,-14.300664901733398,-559.0878295898438,0.1976465620849055,44.0
57.2900390625,1547.066650390625,-8.144350051879883,-221.548828125,0.19865114301319053,51.0
9.514368057250977,411.3713684082031,-28.636281967163086,-1232.1107177734375,0.2106454478654598,50.0
57.2900390625,802.1826782226562,-5.671281337738037,-80.6227798461914,0.21384074678866938,50.0
5.144552230834961,220.11534118652344,-28.636281967163086,-1232.1107177734375,0.2401083529936301,48.0
8.14434814453125,303.6038818359375,-57.29014205932617,-2120.058349609375,0.27222186394944714,44.0
7.11536979675293,244.30007934570312,-28.636281967163086,-974.22705078125,0.3134125150360987,48.0
8.14434814453125,377.4534606933594,-28.636281967163086,-1318.0718994140625,0.3174087966339201,48.0
